Video_id,Views,Likes,Comments
xGP5aJSnR9k,7213,679,14
mKzNjqE75uU,7960,729,16
yyYlOhiz-lg,7661,743,9
uZCAUlZa6dw,3131,187,7
zbLs_HSYe0s,9134,715,23
D0DRYnFdI9c,6479,535,26
ibZZ-4YE4Ro,5809,403,8
GR-H9njdedM,8842,750,25
KjcxFcJxKMo,2634,166,24
3fqX33lX1Gs,3789,362,35
lUg7Hfp2faQ,5876,618,19
F1-IEfItzpo,5808,490,27
R_cVmfAvbnE,3514,198,8
0MaFYHv2Y8Y,7608,610,16
qdpBUgsMStQ,3947,358,49
rScDucz-Otk,11192,929,21
99WsoLbqKro,4701,376,2
F7dNF5b9uVA,2354,231,2
LZXs7jLeG-g,4453,405,15
FZRGSvImiGw,8458,588,39
rXBBOz8WPqo,8139,871,14
aXFpj7H0DTA,30791,1189,79
41zuum9JKU4,10094,698,31
t6wC4ekNMdI,9682,845,48
V9qmBd9KjhI,5894,625,12
XzFe6XHAIQY,4172,467,6
VivPv7nJdxs,4751,544,11
WNpprJ5H8rU,3652,357,3
o1G9uJ1SOs0,3676,313,9
xVGYGcFTL60,5041,536,10
rMikY0mhNp0,5252,541,20
y-W7jdi6JIc,3922,435,9
uxwGutvfKYY,9514,607,36
bFT9coHlSDM,4761,559,7
xOOsdU5PhdU,4116,416,9
Z53Br-22OIE,3353,336,5
pER9U8L99NE,7421,712,22
ea58fonCQkI,4655,457,5
T5QvrJHfuzI,2428,151,4
SnUyP3zcyW4,1631,114,43
yjW4fGov5kM,1929,164,10
toGF-n0bbug,2508,196,10
r5kEKZRwcb0,7753,619,15
zT-enCq2Rg0,5308,517,6
AGyS6C5jaYo,5736,595,63
HWWgYHED3ZM,6610,807,22
GjJJiSwq334,3453,319,42
128w9QAbFiA,5905,563,31
oTCuYt965G0,5443,563,8
kgD_Kb3IaK8,6145,659,7
lH3iyF5Wbvw,7116,995,4
UyX-PFdhMf0,2197,147,8
1DmZvLUv41o,2107,188,7
03CPmUL0udM,9524,555,30
wsoK6c9Ili4,4956,535,15
GUvk10ZH6e0,6852,727,13
tVguaQIC3jU,6683,627,22
hkz4n6C-cpk,4626,492,41
l4a2P_kTrAc,5040,452,13
t6-ZPLuNXvE,3702,361,18
mWEBeI1ZvwQ,5889,610,9
-GIDfFaoxxQ,5489,584,27
Fl-wqrtrMlA,2532,182,7
S8xk5WdD1pE,2406,128,3
XyhznniFpzw,1772,124,3
SbLhFBcaIkU,2139,164,6
JNTlPZCj5mw,2031,138,1
w0H0xWTiYlw,1732,126,10
hA4mrV1fFjs,1944,141,6
6ED2QMBqj_I,2460,180,15
TODViFGzcvo,2515,191,15
xr6AgAx1ytw,2507,201,28
tdr_fcsHWuo,2703,231,10
Hwbm-sWid60,1873,149,11
YqnF8XsRiKk,26264,1069,49
M9GmTA2bFng,5770,642,14
lZfOLWLzc3E,6250,762,10
7dNym5YkhwU,4208,472,17
YxvrlmWfgiw,5141,540,6
EUAY-egDjUY,6541,727,15
cl5Tje8mmzo,5598,572,18
m_JRZDGM_os,13158,1278,60
ppabOjydRqs,7040,633,21
NPBSUvp1e2E,65167,3294,92
OtGtd-SQVIU,3453,329,14
8eRR4YaReaw,1913,170,37
E_dypnoAbY8,1685,134,15
kpcLIbaHoWI,5050,496,20
AV6Q5B7XTE8,5565,616,11
mqLgd6CFDR4,4776,549,9
kQJgffDSRvs,4497,522,12
aUTIFfu9UoY,1814,161,10
J5olu3dlVJo,2682,144,10
__QXYGcf5L8,7884,816,19
KA06NY_q9I4,6359,483,17
oipC59EcVKQ,4962,557,22
CYp8288D1SU,2112,299,14
rLWXthAbJqY,42220,2170,91
hydSf4NbtL8,2036,170,7
4naRkTc0_eQ,2067,144,11
ldTMtNPgoG0,2307,158,13
i60Rqz7Hvzs,4930,488,10
dKHCP5M4gMA,4812,504,14
yaDZfHIPnQ4,2385,157,13
X24otprEH58,6862,859,27
cTevOnw22R8,7613,886,23
YgbG0Aqz484,7102,973,12
sktDuqqUTaM,6500,661,32
H4lwXdV5dd8,7251,734,21
HO719Wf3hss,5460,707,7
PWdw_TOKr40,6483,602,27
RVwvU-erHEU,2103,152,12
Vu_phguwDL0,10711,1074,48
isnS2yK-nMI,10172,740,41
meN302YBMf0,5987,445,13
C93pCQLzuzI,2985,239,22
bvUvyyGQefU,2799,223,21
d-1v2ZwHp7A,2350,230,14
wcdmYhFO0Jc,2765,243,20
MprVYqu23rA,2969,254,27
YOfC4j7CH1s,2378,213,34
_Vm1EExIuGY,6971,260,23
2hVoOCg2Hoo,5379,530,19
8UPHx3PGfjc,2150,178,32
lKUUYyRomEM,4038,476,24
gZDkLRBQjnI,2097,167,29
f1yec0qQ-NM,4131,403,22
0-OI8gN_M08,5309,514,16
Usi3fjDLXJo,4773,488,35
n1ceVCo8Rng,4242,498,38
LY37iyVRLhU,14052,532,29
MDd5unIw1Bs,2696,269,38
GwZj9YNnZXI,2952,192,17
lKjQUJ29eRQ,2265,209,32
rhpcq-f0sM0,62717,1972,103
GzFh8Qk2cGA,2396,193,13
y3pf04pjpRI,2635,206,10
EKmvit2lASo,2448,211,17
lx-fARWQ-UA,1816,145,17
o3TVyVB3R9s,11152,575,36
1ueg60IB14I,18321,784,39
OeJAkPiuL04,277790,12041,512
Kbntrm0zmDg,205052,7078,178
TUSUfCSE7eM,10162,754,46
5ajzvFNBA1U,2373,204,5
vVCm21jAb7k,1967,170,8
EcJK51nMzl8,36106,1844,82
q0irxgnkDJs,3059,321,37
HxMc12huel0,31650,1968,72
7Ujl8GyQD3k,5624,349,14
Q4mzzuhLOSI,1800,190,25
ewhL8sw2XCY,3019,260,29
IjxVBFVorCA,40388,2690,74
cs0f2AvMEQw,21995,1059,51
ZfUxkMn5LYM,8429,985,96
ZgVVHV1kse8,7592,687,87
ECGfGcqWlM4,111827,5876,139
URhFlcXUJJ0,2693,221,9
cUW4muvpMGA,2943,248,22
3XUOjVQn_IQ,2904,273,10
SGEAPzmyqAg,27334,1844,155
IrpPeMLxRog,9336,608,29
aLInkMLal-0,18608,831,32
RH-x-dQG0k4,50686,2918,107
7UeC8MEOSj0,3292,410,27
FvZiiOEP3Mo,5572,439,15
mm0hwtG2qTo,9704,547,18
lRz4twq46MY,7144,337,9
_m3Ffy2Ns0k,2161,146,13
kRiMm6zq54w,2245,237,38
p8ue-giiVkY,45086,2118,30
qWOEURbfocM,2060,153,13
3JhiM7eYmrw,5592,327,25
M9ruLxlyE8w,59474,3325,110
yKzpFghmn6A,8322,328,7
Jub9FSSn9cg,8625,604,36
MJggFAIdLig,1550,137,21
O9rBiH3gMXo,4739,332,35
yh7f5qwf0BA,5086,650,24
WFOOIeFy0w8,9707,825,40
uAcqU80MTiM,22455,1109,76
Q783VT5PJF0,4198,475,45
6kJ6TXzw-Ao,112759,7949,223
8Mht_CMHrd0,12606,722,55
iEm_FynoIpo,4725,395,35
sHkyAF5VYSs,76962,3362,154
J39WhROdZ7A,249355,13305,376
WD6e4nf2Iv8,2329,118,7
N8Y3a9dd6F4,75335,3838,129
FtRf2xwdBo4,9583,806,58
Rz0omqvBo_I,3062,181,12
XghtQjVds-o,1725,147,11
yz_v0xQMVkM,3854,357,47
SreJIWZ93OE,11516,1047,34
AtBkJNpWWVg,2615,248,39
u6FFiXIGEzA,2156,208,16
nUxbUva2grc,3567,314,11
hRZRCdaMw8k,3377,270,6
uRkIQQ3bNew,5888,672,36
9b17Ci-Tfig,6046,351,15
TUZBoAJqc-Y,12924,592,19
qDnfK9KxwTY,3865,450,17
DtP_mK2m5jA,2848,371,14
e-aZoMK7eb4,4171,421,15
o3cVCoGWBcU,4452,577,12
JJcE_nPWNYw,1571,134,5
13RjIFNFGf4,1608,116,12
LjaG2SkGaUc,1756,134,7
g681KkW3Ls0,3529,226,21
Hinas8dOYgM,1812,134,6
onXVj-XgOpg,2431,248,8
fOK9Pdfeo5M,1439,151,11
u5FPKbBvWDc,19788,779,49
8iNl-W7eTBA,1807,150,4
4eSUj1h0MwI,1993,194,5
ST9Pfc5JxQQ,2441,204,14
dK4ti_7Zhkc,2049,149,5
kvdCOmE4V2I,3040,330,34
0k7nVbRB73U,5578,675,23
1NXloGn4LMo,3784,442,7
Tg8wDCYVf_k,5062,689,21
4SjKnXqFNZ4,2192,171,6
9UfvwPZsAJ4,1805,147,13
v_YjpW6hNBo,1729,120,6
lZ9MTS-bsJo,2159,180,7
dL_S-dk883A,1661,146,13
dbXYbc0KnB0,2401,164,8
y8yYs1g-K54,1577,114,9
iEA7dY2jPEM,13213,1054,66
VWmmtikBZ7c,1417,122,6
Aj4RtBd-Hcg,7470,557,18
xLjjqsM9Gg8,1475,158,14
lPB666nsGOQ,920,126,13
GD3g7e72MQ8,10674,1070,37
b9MO-caJCcY,1151,114,4
FDggfr1Zh4E,1525,154,8
dw_q5e8e2J4,2475,212,8
OPWgw79RMPA,1919,119,11
TSsn2Ey-jLc,15992,743,32
U5NgmNgy6Ro,1870,117,8
6tI2fzpVT18,19571,1317,56
8pMWa7OPZDM,1675,108,9
hKRlheqicoY,2330,135,13
B6OcEZR5Lvc,6828,571,38
_TgVb93i9KU,5275,470,51
E7kn2ELYUgE,1732,148,7
V84PPvXoHy0,2652,310,60
qClV5qTjIlY,2148,121,10
OzaYsgQ4JRc,2682,300,46
EfhWqrXJtjc,3246,368,64
Qr9M7aUxPEs,1700,169,11
isrq_Pd64Vo,2898,329,43
15vQi3ziEO0,1815,130,4
eUUnfFDQ8z0,2403,134,9
96sYSnyYrD0,3167,156,8
hABjJq5t6nE,3457,175,13
JWE1yX_MPaw,2164,282,25
IChDCWiZw-M,6706,267,11
BK2RCD31c5Y,3945,254,24
SdQAz3UEvkE,3820,178,15
YE61EgQf_xY,1550,124,9
7I8mvb08X10,1423,143,9
itxfVJLAhu4,1154,86,5
AuXLSskrP3Q,1723,133,9
gCDEnl_5nb0,12157,645,49
q5uCXNjXxB4,2623,189,9
JhPmAbSxIyM,1679,144,5
WiuX8fdtK08,1981,186,13
vDWkUJn1O50,1816,162,9
nGX_LpCSZPQ,1979,156,19
6l6ZgpoBN_I,3714,289,26
g5g4zgD3Hks,272789,11380,240
A8ERY5Mx-3A,1563,111,5
qD8lwHyk7ZM,2780,156,9
Pud5O-a2UQg,1735,153,9
Qjt8VcAsMsk,1149,106,8
MF3AKWNc4-M,2317,196,10
0pZej9vtnxE,1559,129,12
97PBU3ht0QY,12475,560,12
RHa8vLugcMs,101299,4145,129
P1t_bnMKVw8,1972,142,18
d9XsfdPaT4I,2333,197,14
Y-tixKkcUY8,1587,147,15
mIt9alxb4Xw,4572,318,23
02Bqo8qJ0ZM,1923,176,16
3UOAb4EfZNk,1525,140,10
ms4yBNHPFmY,1368,126,12
Loj90B-a--g,2144,237,15
FJ45H-MpusU,1541,133,10
-xhYz-cRXng,7287,355,14
19nBfnahujI,1714,180,14
vJkaDfwpyPw,1831,162,14
YGy4jSaC-SI,2035,187,13
b2iJY161XMY,2750,273,26
UA8LqRgv2l0,1421,117,12
ohNwVEYDemQ,1675,171,18
_pkCtnfo-c4,1986,152,21
6eHqpbpGeUM,1481,148,30
MH7Oj2QRk0g,4083,331,34
pZptFgKnMK0,2562,261,13
zebVVJj_rjs,3740,335,25
hErB26Viqr8,1653,165,20
CxT3r__l0HM,4060,377,34
rw5zt8aDIWo,1632,180,11
pLfEO6yqz7E,1937,168,10
0iyOsAtsn3k,2308,221,13
9D7UQn2NqIU,1511,140,9
-s1101FDF_g,1839,150,9
lG3XO0v70_o,2252,215,17
nlF3Hiqlf6I,1983,207,27
8vRRZpwW6l8,2254,237,18
SFY1eHxL1KQ,1840,173,29
eC-rSmLRLLY,1785,181,19
knavU47tqT0,2515,247,13
GmAdyFiEZKo,2405,228,19
Uz-CQWzcBWU,5654,492,22
wTqtpSZYre8,2072,226,11
cgdWbkQ1kno,4588,538,62
S8sFd6nx2ig,104621,4409,336
Xf4gVN5NdQM,29946,1187,68
SqXO75fomvc,3438,262,42
XU3sCVCZ-vU,1831,185,8
hruJiVYvJJE,2533,228,17
XZEZO3W3l7Q,12454,598,34
9oqib02RZdQ,30207,1597,113
2hhKVWDwCi4,2062,157,13
6-bCJGRdtn4,1760,129,7
Jt4n9VXzcUE,25104,692,42
hvRKZtNFv5M,1894,161,12
MtJvxgJZ2LI,3459,308,14
MqIrSWsl85Y,4414,360,47
da2GE5ftEHI,57758,4287,151
LVFbt5G6jWY,32225,1449,58
f8yJwqRH4LM,2535,164,7
T5VwaHV8rj4,13208,548,19
kbGgY4yhDCs,258796,16804,309
zOa4g6fpHxk,3587,317,22
vNRqTwOwWv8,4891,333,20
_LCkjbqEdHs,40123,2143,66
7QWnSEaMy9Q,2061,161,9
ZohaEp_Zosk,1749,124,12
996trJkj9dY,1768,147,11
3kS30_lxBCg,2477,222,12
8uvlkiOYEPU,1535,96,19
Xg7nqXjc75s,11855,781,31
f7e9pKaUMbQ,38385,2819,207
1VsNFwyFRo8,4557,396,49
ZZVLj_mlKBU,175858,6953,277
KnoncVzQ1mA,59924,1999,87
-l-G7gJsOCg,2472,193,13
S3j0DFx1umk,1583,145,7
HQn4RgR8X4M,2885,278,26
2lAxJks_XYs,2257,146,17
xmuLGLxOJGI,1996,172,9
5yHznvLKSwo,1364,108,15
zxItRC-h5EM,2272,210,10
HhGsSgrAHcY,5474,391,24
ojaG7b7jxro,2458,209,14
42p0czJ2Kzc,2565,262,19
RrcoauP41tw,1836,145,6
2M3T8j0SG5M,1775,155,5
uQVleVjOcEo,4248,395,18
oGxUH0nPHEs,24812,790,17
sxraobbL22k,4104,373,34
zW_2J5QDj3Q,1668,110,9
pIyZB6SehXU,1962,166,14
8Wgm4y3SJFg,4013,425,19
YH4BADSImXY,2358,182,23
aNr-3rsNeio,1513,160,11
KM9_KFByjWU,4218,337,17
09MSl7s_EZ0,14314,690,13
IsNWfXB1BIE,2722,268,19
RLFpj5VasY4,2987,403,24
DqIvKyAHFdI,50338,2668,89
Du2GhQMp-zg,3180,324,17
oM69zNGF3DU,2664,263,12
USM_J1nm7do,2419,183,3
KaqYhE_APNE,2263,189,15
e_OJ8rjn-yM,2122,170,4
LTxmXnwNG2E,1813,185,4
y_t85ITO2kk,2795,298,24
VfM44P5BD4o,1697,148,10
kmp70NpBuVU,6757,770,28
Xh6UP4m5rcY,9315,490,76
IPuEnElGM1w,4960,568,24
0C0SJV3IiPg,1797,157,11
X_r280oI2Y8,3013,233,11
uT3FT00hJbg,2140,222,6
GNzHxoRHuyY,1895,144,10
gYj2nam_pMQ,3400,245,9
Hc7Ihv-6OWg,15605,959,20
X-CUI7JBhUM,3023,178,13
F-REbdwfet4,3645,316,22
MzKz3DcoIDs,1754,164,15
ioUS6ynpDno,2243,196,3
PRH6yMCva3M,3298,303,22
GxcsIFZ7tM4,1763,148,5
K_qxxf3KNII,2602,233,13
a95ZB8ZpP-Q,5682,602,21
CzJd4UNAWSo,4916,533,15
-q5drBaUKs4,8348,761,19
nCeJS49dwbg,17141,1086,26
aBe9cePVMQs,12218,712,19
0rW__YywXOQ,22383,1367,47
K0tPBCVZlTI,2084,179,19
48B2poHCaNc,2443,189,9
pgBdqiE_-4w,7204,804,36
6aeZRR1NORo,3347,426,21
vcPPxck8Tt8,1674,151,9
zlJrzE_lNoM,5240,425,25
S8rj2MzxyYo,6070,397,25
33VLhHO-e0Q,1692,148,9
qUu7749iRd4,2169,165,11
e4nEyXr7IRo,1990,176,10
6Z5nyI7HIro,2396,210,7
sNCcjuM_yXU,17598,1086,34
zjXF5Rb9NbE,7945,897,35
9lK9xBeP8Rg,3825,336,20
HccLJV3dOSA,8696,904,38
tvz2jD3wZ38,2218,178,17
bFpf8XN_GOQ,1695,151,12
uB_huc5nBJI,8146,764,35
lcbdLCQ2ahI,1707,151,6
HybTlVV7KpE,7927,870,26
Ti9Lc-EFpe4,10449,1155,115
2zdhJSmePis,1510,134,8
5x3Krf-8NIQ,10737,1044,121
-lUUPj92Mkc,1813,180,7
MJM-2AL2Pt0,35557,2851,291
oY0E1iA0IaU,1708,151,9
Yv86sfp2eu4,20550,1340,45
oU8wV8vuJuk,1849,182,29
jHEcyT_M8Jk,30882,1751,82
vYhfPPA4P7g,7851,955,29
Ks-bQ4AMiv8,3908,227,16
WIU-EFDPMcA,17285,926,58
I3K3YpIKe2Y,4991,418,11
pqLqdbROXug,3823,346,12
RrvSvpEQMoQ,4347,281,18
WDjp0nvuNIs,23100,1566,127
dnozeb_nbJI,9414,674,35
9ZEqF3Dj14c,6153,367,17
IrPVf8XfIrw,1464,106,13
oNzsJTP5Dgw,3109,248,13
4PJSg53vlRc,5261,393,18
AzXY7eZDBZg,5208,329,12
FvD-t9GGrnk,1799,132,11
qHH-EuEmKlE,12784,697,46
qdm5MFouL6o,3192,203,10
bfH2anbpeBY,2134,198,3
Lzjc-fPtUrI,2868,237,8
NX8RWCR2KWY,3018,217,12
jc70U4aTdxA,2577,238,10
Dav_7CIA1pw,60862,3690,98
P4JeWF1ORWg,2180,220,8
CJsC9_ePbaA,3534,289,5
padJQN7-BkQ,2589,218,26
Xp4hP4CiNgM,96285,5121,120
_zfhwNV7G5o,47955,2419,147
JhahgSqaf6w,2598,249,10
zxH8ZFMLB2U,18572,1103,37
zrzUqLnn-mA,2382,189,17
ybwYDuhZe8M,14399,1083,109
ussMToHKTpM,28787,1038,85
Fzn4SNY3v3k,7146,446,18
dcYhCF6Bew0,4704,402,11
y39J1Dme0vI,2397,170,8
y31WS10geas,1997,116,6
cOgCcGLpqfM,12267,994,34
lsGVnBlpF7o,2365,207,8
rT42InAgTLA,33131,1963,0
CkuZn-QvJGs,3069,296,8
mo-WkPiS6Rk,2329,227,8
w06NPFuVF9I,2396,182,4
CBhlZmMYCU0,9290,383,11
2Nn4wj7CmhU,1868,147,5
WAuRppOSkNE,1815,144,9
bAobpZQrfzg,3425,221,12
XO3N9yQbbRE,39750,2345,34
sTQnrVuDRSs,11721,587,38
nMYXHaHSyeE,4074,241,6
_pkHP8iCFus,77181,3554,64
T42ImfII8Xc,55851,2351,83
T0JeIUO1060,85454,4304,105
gbPiruB6WXI,3703,310,0
CTaKgD22mws,2131,185,14
S48Qrutbw8U,2621,192,10
dj0HZJfLJaw,1617,133,5
qTpllm7mYDs,6857,417,13
WClJW5aoIt0,2305,171,12
6y2IK4-1ApQ,1651,116,6
H1wy56kSp7Y,4570,387,22
aEtMr_L2Oto,1813,155,6
S3QeKCkoSP0,21197,1240,35
vQScjXv5z7U,2083,155,10
wSP3L-G3Td8,11489,632,37
fYZJhjb8908,7927,817,25
I0fTd4l2L_A,2630,187,11
_OkrDFu2vRY,1655,146,4
ZX6kiby8PoY,1843,132,3
3QMeabpsEHU,1378,112,3
GxBvtKvzxyg,1324,111,3
ngRo-u3bIis,1357,136,3
1DOdVoyNDUk,1527,120,3
L_Dq1c8iFTA,1469,135,2
hkcVufnYtlU,1649,154,3
bHN9R_ehbkw,1788,180,3
QhI-7J5eCoo,3694,317,4
KnnkjWFYMVw,2665,208,12
88ZjjBmkFVk,2247,158,5
McSsXDb9GXc,2177,134,6
zg_s79YOX60,2610,213,17
M9t8m28ekMY,1542,127,3
-Bq3pmMl-tw,116422,5019,401
z_zg0xqanUg,2454,233,9
NFPzIXjPmDY,1821,135,14
F3xi9lNbCnY,1918,133,0
Dsl_hD7kcaQ,2426,217,12
Ve0-PN2fvIU,2548,173,4
kPYssa3R_zE,1707,82,3
THBCe46A-0U,1977,155,6
V7zEO5wZrH8,1957,184,23
QKgvwl2DtAs,132624,6109,338
kvVJlpIakn0,102756,3965,205
j3XnuE4bzls,29035,1281,17
O66aaa0-jaA,166249,6805,354
9-RHTHroXRA,1601,123,11
dSpjaLXJwbI,1738,140,7
vCPrmCaa1SQ,1894,134,11
BvV_PQt1vQ0,65792,2833,275
j_sWGsYu1zM,2797,223,9
YXMH_CgB0II,4925,355,10
Nf0IO30DQC4,2330,138,4
2Tn-XqJW4aY,2705,156,6
cX5reFHZJvI,270375,11930,635
UhnxlbRpFAc,1637,87,8
1CJFxmsZOLU,3710,180,6
vNrvfmK-Muo,2248,133,8
vMiJ5lOIEEw,2191,150,5
imOSJP12fzE,21954,1337,66
GIcIOzKgf8o,1880,155,8
3eYveTSLnwI,1990,113,6
QWFPjO-ANSw,2111,159,7
CUQn-o63yK4,4337,267,10
-58t8tgofW0,4557,280,7
NAAX9D8ZEeE,2785,207,7
RqCNS_qh1SY,7013,404,13
HH67izd8pjY,5544,259,8
fcnh0VXCpKk,1951,127,7
TiM3xfdfyzk,2045,116,7
4cPRlu4zG5A,2586,194,12
Zsl4L8FQBOc,2554,169,8
FfoR7tQ66jU,3512,233,10
fwV_m_Lf8pg,1780,149,7
wick7dcVobc,2305,154,4
wENFtJGub60,2545,200,8
zzATfhd3K7c,3029,188,8
e-tIo7QnPs0,2251,182,7
-Xd-ij_eatw,4536,288,8
1FeLleUcdFw,1761,132,7
62vOfiRc9EQ,2279,164,7
mHCJsIjWkWI,2848,257,9
VhSlmh6pNYY,2109,125,10
_VPlUuCvJuU,2347,160,10
1IuqApWGYHM,1787,132,7
gsQl9XF27qI,14850,708,33
gfqCYGIcRB8,2024,117,7
kTbvakW2DNc,1681,139,8
Rp9Shpl_OyU,2048,146,10
wZP83F9h3ZY,2324,127,7
g3qdiIJMlts,2443,134,6
ktx09EvPsxA,2429,189,7
AIgGqXpSJ-E,1899,140,14
E_X6c5-CxSg,3009,185,13
GMpmKD0WHRs,6689,327,16
s5ZIGMVzMY8,45619,2376,185
Un73odnpzzc,2664,164,3
yHQwvSpHkxw,1520,112,4
ptENOPiGrkc,2211,117,4
-Oe7iFu2s1M,3088,185,9
aCTMShCMDc8,2260,152,6
Zsyy-mwuuQY,2829,175,6
uqvy0e2n-pM,2465,141,11
n2pgXwXv4gM,2508,220,4
5ne_0p1L-3o,40265,2150,124
8xc0qYz4914,2162,111,1
6ZYSAiFhDk4,1906,134,11
NeDW03AEN2Y,1988,123,6
RZ-St3Xghjg,2472,174,5
IPrVxHF2ZMg,2064,124,10
O4S90Uxlonk,2319,198,6
ZktBturjQOw,7040,421,26
WOkAL4gvxZs,2284,180,3
-CoBugm37Yg,2378,225,4
ldGW9qgWeUk,2332,174,12
BwF23wOyZeM,3047,206,7
8b6Hca-9aTE,4987,286,10
fZTGLeibzZI,1978,128,5
fDYs52eaA0Y,1681,122,6
jffvpewqP5s,1672,135,4
hWNVyqtNdAk,1790,127,7
Xr6M4PImpVk,2788,208,10
avHEgvQpqpM,2424,283,4
heR-nb5V8OE,3049,254,10
dxKRlolUKd4,2088,153,4
hEBCfplQsLM,3748,171,7
tqzGA0-DPQ4,5039,359,14
m56ZsEUHEsw,2502,173,23
K7nZ83M41r4,4249,457,35
PJ6qJ7jtPY8,2623,170,2
E9Ssb96M3bY,2278,218,12
P5AYPTsRCoo,2412,201,4
mqD_afoZkBM,1740,129,2
4kcCTUwD-u0,4199,291,5
pw18Y953ucw,1945,134,9
HUf_V-ioSiY,4163,354,2
_eTbjmZiHEM,1913,139,9
w5EBwtcjgy0,2332,167,9
hwT-Ne61IQM,2144,170,4
AkvMJIuvyoE,4028,264,18
4qVgJeMDS20,3345,231,11
W_ak81krMdI,1945,122,5
6S9x5O8bOWw,2254,143,10
aZ9GzlAfC6g,2695,210,11
KqJQLi442bU,1768,134,6
8bThGwvfQBQ,2048,145,4
zL3n7oq51y0,2529,189,3
1X3KrCpRwbs,4021,273,15
FWR0OTpO93M,2736,182,15
gK2gIbCQ1Nk,3035,248,14
97lhhyfr6AE,2161,138,2
rUOkLhDrMHg,2779,237,6
ywI2wABEo9M,2202,205,12
t5HCgGqqn40,37377,1355,26
hm5zmFj7GfQ,4382,290,11
d87VEvoo4GM,3661,311,9
gnBjH5G1WNc,6803,355,15
m_QoACBYYLI,1872,143,3
pwulu0Ox8EY,1855,122,3
NZ91SkJ-enU,2529,170,8
i4w2f9wbomA,2949,222,5
2yR5pghI3jI,2863,198,11
e8vPCi-6D9U,6370,393,9
XZSSBqWFahc,3345,283,10
vsXRQhtR4Qw,7629,647,16
pbrj_EUa5PE,2504,177,9
h2V07LlyGMU,2970,208,7
5rLM0EG4Jk0,2417,206,7
Pw17oQuhUlw,2686,208,21
jYaonERW3Gk,2731,200,14
h4haZTUTrgM,2504,179,4
H9_mxccDkcM,1792,158,0
EgCNP-GtPtw,4119,268,12
ls3ZXHL3qKw,5131,327,22
IUcUAHCnRpg,3743,256,7
J2Mrab03cjQ,5910,398,15
xsf7UwrW0yw,18470,634,35
_KTp-WjTV68,3901,343,12
nJxJEbhZfyI,3073,212,16
Hx_v1PsxPrg,3357,237,14
DNudhT1Rz-Y,2926,226,21
mQKXclNOTG8,2391,145,14
ECIeVRDrP_0,2441,178,1
q2s4oouX1Js,2045,144,4
61oTzQ6XISI,2484,230,8
u9kB8j838AM,2524,185,6
ZtT2alZG9kk,3290,246,9
7DAKdU78JQM,2964,302,8
AUhjaFLX-DQ,2008,127,3
0yV6hkRJIOA,1995,159,9
yUH0GTM1UOI,2325,142,6
YusKmS-obhg,2506,178,11
uWrGSNbAFzA,2572,136,15
Gm7c48LuEmE,2116,166,7
h6rAnIlHGMI,2236,132,6
w8cJHwBlibE,4586,330,7
dKfM8ZCcM4A,2261,147,5
tJ-H-wD5X_U,2181,155,5
HSKOQ8R_bHk,2701,182,6
BymAzvw1bYk,1901,128,2
mV2dtrazZDU,2698,170,6
lMuXvIukhig,2266,169,10
wsBzpy39JXA,2723,182,9
0dqcajFmwoc,3730,221,7
bQ7-cmwUKu8,2168,157,2
vc-pRhVaKtQ,2876,166,6
8nsLi7wi0GY,1925,119,3
r4DRwi_coXU,2509,216,3
ASW8Jc3DKr8,2342,138,9
qSybUaSrcL8,1821,137,2
8e5RqnRYf4Y,2032,181,9
xuL_i2TPMPs,88949,4116,145
5Evq81kX6ZU,2937,170,5
RDVswNyYmCM,2287,164,3
vvEqnw2CQNM,3450,176,19
GSR51lU-UgE,2809,185,4
O1OWrpSpyPk,2894,160,8
-ZfGr-7UVQE,5184,340,12
gSV3j09NkiY,4273,281,16
vxh3RsgKmro,2142,144,7
sB-1aNYAy00,4754,455,13
QvBoaEkrwoQ,3013,230,10
E4d0MJMvkkg,2253,168,11
n9fp-vilB4g,3028,197,4
Pal8AIMgEWA,1828,122,5
52uX06jtE1k,4100,347,13
6Q2qObbQhoI,10442,542,27
lBAUeiqNmEo,2674,192,3
Wri48b9BU2M,4754,332,10
uWdsCanC-ss,3894,281,17
wHOx7eoXG8c,2417,168,12
Hch7Lw_mwyw,2991,210,7
QzNMU7AIUTo,2155,134,6
8kVr-QjIXNo,2251,133,1
nFCYAeuX7WI,54941,2589,53
G7GZnE0lFC0,2195,201,10
gJG94Df2HwM,3379,220,3
X2i8Lqx-xKs,2710,266,11
XW6pc-ErBGc,2161,154,13
mawz1X3SRAY,7373,453,32
Fi_FZNNAw7c,6664,455,10
oG_tjE-3rD0,2112,172,11
AJBinixukMc,2026,168,3
cVullf2xDbw,2138,163,8
W--1FpWlLRM,2102,157,6
2pYKBHSgnko,1604,121,3
5DZT5IFO82k,2304,153,3
DzSXJgqNpmk,2770,189,4
UJoV_KEVtlw,2607,185,6
y6tkz6JKbuM,4496,225,11
mZEbnbrTOH8,2838,174,10
BY1ElCGebQs,2418,275,15
uD-9esgFUhM,2733,184,9
oWPZhMbzs54,3918,291,14
dUGEjA9Di-w,5963,285,6
mVWdLyc4Ze4,1912,155,2
G19lC0w4mdo,3074,233,5
K4v3W9sHQOA,2745,203,6
yhx8WtIwegs,3121,220,7
Ixk1pl3uMpY,2148,166,10
-HBLBQxfxgo,2826,238,7
kcJBkngyVYA,1914,200,6
_DrLi-Kl4Uk,6075,281,5
54XtIrDdR0o,2259,241,8
